image_id,proxy,sess,fold_id,R,G,B,bright,contrast,sat,sat_p99,blueish,bright_frac,dark_frac,d10,d15,d20,gmean,gp95,lapvar,colstd,colmin,rowstd,y
new_tire__session_001__b003__93195c8709,low_mileage_proxy,new_tire__session_001,0,0.5863779,0.57257104,0.554092,0.5710137,0.18914941,0.05842897,0.39167314767837524,0.0048828125,0.428466796875,0.02978515625,0.2281341552734375,0.082122802734375,0.010589599609375,0.4743598699569702,1.6806132793426514,0.4687778055667877,0.693608820438385,-1.4285839796066284,0.2003880739212036,0
new_tire__session_001__b003__ab86585967,low_mileage_proxy,new_tire__session_001,0,0.5977318,0.584172,0.56516355,0.58235586,0.17791256,0.06182716,0.33039480447769165,0.00439453125,0.447509765625,0.0146484375,0.22625732421875,0.0825958251953125,0.0069732666015625,0.4570212960243225,1.576416254043579,0.4557911157608032,0.7540234327316284,-1.720716953277588,0.18429510295391083,0
new_tire__session_001__b004__6d94223e9b,low_mileage_proxy,new_tire__session_001,0,0.5775668,0.56509745,0.5493652,0.5640099,0.18591048,0.05449628,0.2896459698677063,0.006591796875,0.4130859375,0.031982421875,0.219573974609375,0.0807037353515625,0.0088653564453125,0.4652915596961975,1.5963557958602905,0.4785526692867279,0.7697274088859558,-1.7735705375671387,0.18568025529384613,0
new_tire__session_001__b004__b18e0789bc,low_mileage_proxy,new_tire__session_001,0,0.58574796,0.57154757,0.55288374,0.5700598,0.18892255,0.060086913,0.4057087004184723,0.004150390625,0.43408203125,0.030029296875,0.2246246337890625,0.084381103515625,0.0107421875,0.47617098689079285,1.6758323907852173,0.4738237261772156,0.6953516006469727,-1.434221625328064,0.20086725056171417,0
new_tire__session_001__b004__b34bfdfedc,low_mileage_proxy,new_tire__session_001,0,0.59769356,0.5843856,0.5654249,0.58250135,0.1779495,0.060122654,0.32360175251960754,0.00390625,0.448486328125,0.0146484375,0.2250823974609375,0.08203125,0.0072174072265625,0.457338809967041,1.5899312496185303,0.457060307264328,0.7532034516334534,-1.7125158309936523,0.1858903467655182,0
new_tire__session_001__b005__4698c35233,low_mileage_proxy,new_tire__session_001,0,0.5773255,0.5649146,0.5489861,0.56374204,0.18597673,0.0544362,0.2831013798713684,0.006103515625,0.41064453125,0.03125,0.2198638916015625,0.0806732177734375,0.008514404296875,0.46488484740257263,1.601743221282959,0.47778162360191345,0.7702984809875488,-1.768526554107666,0.1861358880996704,0
new_tire__session_001__b005__5f5e630fdf,low_mileage_proxy,new_tire__session_001,0,0.5864612,0.5721737,0.5537349,0.57078993,0.1882279,0.06004984,0.40531545877456665,0.004150390625,0.435546875,0.031494140625,0.230926513671875,0.08245849609375,0.0099029541015625,0.4735858738422394,1.656869649887085,0.4662972688674927,0.6997271180152893,-1.4399683475494385,0.19670060276985168,0
new_tire__session_001__b005__fa33287174,low_mileage_proxy,new_tire__session_001,0,0.59826803,0.58462584,0.5658251,0.58290637,0.1781859,0.061443407,0.32441169023513794,0.004150390625,0.449462890625,0.013916015625,0.2256011962890625,0.08087158203125,0.0074005126953125,0.4577194154262543,1.5852155685424805,0.45626556873321533,0.7497930526733398,-1.7134029865264893,0.18717460334300995,0
new_tire__session_001__b006__5f8207f677,low_mileage_proxy,new_tire__session_001,0,0.59799707,0.5844736,0.5656585,0.5827097,0.17816223,0.06057074,0.32386550307273865,0.0048828125,0.447265625,0.015869140625,0.2254486083984375,0.0811614990234375,0.007354736328125,0.45743364095687866,1.5876412391662598,0.4587518870830536,0.7483803629875183,-1.6998553276062012,0.18771503865718842,0
new_tire__session_001__b006__7723ec8d49,low_mileage_proxy,new_tire__session_001,0,0.57674253,0.56434876,0.54852754,0.56320626,0.18603814,0.05466017,0.2945440411567688,0.006591796875,0.41015625,0.030517578125,0.21990966796875,0.081268310546875,0.00872802734375,0.4639914929866791,1.5994727611541748,0.4779890477657318,0.7694531679153442,-1.769375205039978,0.1885589063167572,0
new_tire__session_001__b006__94a4842772,low_mileage_proxy,new_tire__session_001,0,0.5835545,0.5705662,0.55160844,0.56857646,0.18687509,0.05943896,0.4041500687599182,0.003662109375,0.4267578125,0.028564453125,0.23016357421875,0.0816650390625,0.0092010498046875,0.4672570824623108,1.6346436738967896,0.4522418677806854,0.7124580144882202,-1.4730126857757568,0.19124141335487366,0
new_tire__session_001__b007__0859d47591,low_mileage_proxy,new_tire__session_001,0,0.5902966,0.57572764,0.5572936,0.5744393,0.18999504,0.061439715,0.2645047903060913,0.001953125,0.44189453125,0.027587890625,0.212005615234375,0.0851287841796875,0.011474609375,0.4933616518974304,1.7386430501937866,0.5093966722488403,0.7384743690490723,-1.6774303913116455,0.24111102521419525,0
new_tire__session_001__b007__2869b96de9,low_mileage_proxy,new_tire__session_001,0,0.59848446,0.5846776,0.56587493,0.5830123,0.1783202,0.060894262,0.3310545086860657,0.00439453125,0.448974609375,0.016357421875,0.225128173828125,0.0805511474609375,0.0073394775390625,0.4567031264305115,1.5775212049484253,0.4557940363883972,0.7506324648857117,-1.7128002643585205,0.18736620247364044,0
new_tire__session_001__b007__b4a03e304d,low_mileage_proxy,new_tire__session_001,0,0.57697517,0.56446844,0.54849684,0.5633135,0.18626821,0.054383863,0.30430957674980164,0.0068359375,0.4072265625,0.028564453125,0.220794677734375,0.0806427001953125,0.0084991455078125,0.46350228786468506,1.5823301076889038,0.4787816107273102,0.7749296426773071,-1.770745873451233,0.19114544987678528,0
new_tire__session_001__b007__cdd0bd3007,low_mileage_proxy,new_tire__session_001,0,0.58415,0.57121825,0.5530398,0.56946933,0.18632963,0.05755459,0.37639379501342773,0.004150390625,0.42724609375,0.02880859375,0.2259063720703125,0.08197021484375,0.0084686279296875,0.4696795344352722,1.6394163370132446,0.468473345041275,0.7244362235069275,-1.4923681020736694,0.18301358819007874,0
new_tire__session_001__b008__20efcd66e2,low_mileage_proxy,new_tire__session_001,0,0.5767042,0.5640683,0.5481149,0.5629625,0.18604137,0.05479875,0.32499948143959045,0.00634765625,0.40869140625,0.02783203125,0.2209625244140625,0.08111572265625,0.0082244873046875,0.46290159225463867,1.59225594997406,0.47955164313316345,0.7766208648681641,-1.7841204404830933,0.18922123312950134,0
new_tire__session_001__b008__9fea01e4b7,low_mileage_proxy,new_tire__session_001,0,0.5987018,0.5846948,0.5660214,0.5831393,0.1782274,0.061518587,0.3333328068256378,0.0048828125,0.449462890625,0.0166015625,0.225738525390625,0.0812225341796875,0.0072479248046875,0.4561471939086914,1.5722637176513672,0.452942818403244,0.7537946701049805,-1.7209910154342651,0.18558399379253387,0
new_tire__session_001__b008__fcc224d109,low_mileage_proxy,new_tire__session_001,0,0.5823281,0.5692096,0.5509392,0.5674923,0.1855991,0.05893967,0.37017160654067993,0.004150390625,0.4228515625,0.028564453125,0.230133056640625,0.085540771484375,0.008148193359375,0.47215452790260315,1.6448230743408203,0.48344987630844116,0.7249725461006165,-1.4948912858963013,0.1808566153049469,0
new_tire__session_001__b009__1b39e62f1e,low_mileage_proxy,new_tire__session_001,0,0.5806449,0.5674432,0.54894876,0.56567895,0.18558234,0.060167447,0.37028568983078003,0.004638671875,0.420166015625,0.028564453125,0.2271881103515625,0.0834197998046875,0.008758544921875,0.4726731777191162,1.6499981880187988,0.4809938073158264,0.7188818454742432,-1.483102560043335,0.18218684196472168,0
new_tire__session_001__b009__43c6b49f80,low_mileage_proxy,new_tire__session_001,0,0.5973815,0.5836972,0.5651425,0.5820737,0.17818879,0.060828876,0.3236619234085083,0.005615234375,0.445068359375,0.01708984375,0.22552490234375,0.0823822021484375,0.0076904296875,0.45720720291137695,1.5741214752197266,0.4558623433113098,0.7516911029815674,-1.7067078351974487,0.1853838711977005,0
new_tire__session_001__b009__4479af2121,low_mileage_proxy,new_tire__session_001,0,0.5765864,0.56396294,0.5479971,0.5628488,0.1860202,0.054894954,0.31143805384635925,0.0068359375,0.408203125,0.028564453125,0.2203216552734375,0.0813751220703125,0.0088348388671875,0.4632619619369507,1.5859582424163818,0.47540774941444397,0.7766274809837341,-1.7819796800613403,0.1895918846130371,0
new_tire__session_001__b010__43610bda78,low_mileage_proxy,new_tire__session_001,0,0.59066904,0.57617664,0.5576488,0.5748315,0.19025527,0.061669104,0.26166102290153503,0.002685546875,0.4501953125,0.02880859375,0.211822509765625,0.0853271484375,0.0112457275390625,0.49360162019729614,1.730286717414856,0.5109474658966064,0.7369300723075867,-1.6783820390701294,0.24002616107463837,0
new_tire__session_001__b010__c0e81fe246,low_mileage_proxy,new_tire__session_001,0,0.58124137,0.5680971,0.54955673,0.56629837,0.18594751,0.05879525,0.37145403027534485,0.005126953125,0.420654296875,0.028076171875,0.2257843017578125,0.082855224609375,0.0086517333984375,0.4719380736351013,1.6419588327407837,0.4786149561405182,0.7096904516220093,-1.4502036571502686,0.18419797718524933,0
new_tire__session_001__b010__e96fd1de0a,low_mileage_proxy,new_tire__session_001,0,0.57667166,0.56390357,0.5479406,0.5628386,0.18621391,0.05462393,0.29288220405578613,0.006591796875,0.409423828125,0.030029296875,0.21966552734375,0.0822296142578125,0.00946044921875,0.46434614062309265,1.593964695930481,0.47591567039489746,0.7760040163993835,-1.7873270511627197,0.19151946902275085,0
new_tire__session_001__b010__fdeb0367c3,low_mileage_proxy,new_tire__session_001,0,0.596156,0.5825866,0.5639716,0.5809047,0.17807046,0.061078746,0.3111799657344818,0.005126953125,0.44677734375,0.016845703125,0.228118896484375,0.0840911865234375,0.0071258544921875,0.45584529638290405,1.5763564109802246,0.45414769649505615,0.7511234879493713,-1.6932696104049683,0.18547551333904266,0
new_tire__session_001__b011__866f182b9c,low_mileage_proxy,new_tire__session_001,0,0.59471124,0.58166265,0.56312335,0.57983243,0.17780198,0.060009368,0.3030950427055359,0.005859375,0.4423828125,0.01806640625,0.228973388671875,0.0835113525390625,0.008026123046875,0.45571988821029663,1.5686252117156982,0.45631158351898193,0.7536588907241821,-1.713011622428894,0.18445368111133575,0
new_tire__session_001__b011__8fd46fed9f,low_mileage_proxy,new_tire__session_001,0,0.589523,0.57498085,0.5562022,0.5735687,0.1902214,0.062248304,0.25509893894195557,0.002685546875,0.445068359375,0.029296875,0.2131805419921875,0.0849609375,0.010772705078125,0.49310600757598877,1.7308369874954224,0.5072721838951111,0.7367075681686401,-1.6699862480163574,0.24223214387893677,0
new_tire__session_001__b011__d90bc20ec9,low_mileage_proxy,new_tire__session_001,0,0.5819815,0.56884575,0.55047584,0.567101,0.1860961,0.05898714,0.3664693832397461,0.005615234375,0.422607421875,0.028564453125,0.22515869140625,0.0827789306640625,0.0086669921875,0.4713117480278015,1.645565390586853,0.48048171401023865,0.7068350315093994,-1.4488592147827148,0.18429934978485107,0
new_tire__session_001__b011__e14391453e,low_mileage_proxy,new_tire__session_001,0,0.57641506,0.5639266,0.5478401,0.5627273,0.18625596,0.054399036,0.2941649556159973,0.005126953125,0.415771484375,0.031982421875,0.2200775146484375,0.0816497802734375,0.0084991455078125,0.4635847210884094,1.5960452556610107,0.47629234194755554,0.7742065787315369,-1.7818907499313354,0.19169309735298157,0
new_tire__session_001__b012__57fd408d17,low_mileage_proxy,new_tire__session_001,0,0.59551454,0.5825569,0.5639131,0.58066154,0.1778108,0.060746033,0.31587228178977966,0.00537109375,0.44189453125,0.017333984375,0.227783203125,0.083465576171875,0.0070953369140625,0.45585718750953674,1.574757695198059,0.45691561698913574,0.7559247612953186,-1.7210357189178467,0.1829911470413208,0
new_tire__session_001__b012__9cc8585aef,low_mileage_proxy,new_tire__session_001,0,0.5760599,0.5636058,0.5476917,0.56245244,0.18627425,0.054138273,0.2882630527019501,0.005859375,0.416015625,0.031982421875,0.222625732421875,0.0819854736328125,0.00823974609375,0.4640488922595978,1.6003166437149048,0.4807222783565521,0.7721114754676819,-1.7681682109832764,0.1937110722064972,0
new_tire__session_001__b012__ca8247569e,low_mileage_proxy,new_tire__session_001,0,0.58259994,0.56934553,0.55097944,0.5676416,0.1863159,0.05857657,0.36023464798927307,0.00634765625,0.423095703125,0.028564453125,0.2239227294921875,0.0816497802734375,0.008758544921875,0.4714835584163666,1.6493550539016724,0.48008042573928833,0.7088438868522644,-1.4614768028259277,0.18611687421798706,0
new_tire__session_001__b013__203b6d0ebf,low_mileage_proxy,new_tire__session_001,0,0.5819317,0.5687405,0.5501139,0.5669287,0.18612805,0.059076995,0.36170849204063416,0.007080078125,0.421875,0.0283203125,0.224884033203125,0.0821685791015625,0.008636474609375,0.47150492668151855,1.6344988346099854,0.4813539385795593,0.7093382477760315,-1.4537827968597412,0.18546871840953827,0
new_tire__session_001__b013__6fcf972cd2,low_mileage_proxy,new_tire__session_001,0,0.5959951,0.5828508,0.564569,0.5811383,0.17827171,0.060210697,0.3105802834033966,0.0048828125,0.446533203125,0.0166015625,0.226959228515625,0.082794189453125,0.0075836181640625,0.45555615425109863,1.581329107284546,0.4551379382610321,0.7512375116348267,-1.7011080980300903,0.1850842535495758,0
new_tire__session_001__b013__f18186da2c,low_mileage_proxy,new_tire__session_001,0,0.5767588,0.5642147,0.54822206,0.5630652,0.18662736,0.054333474,0.30082547664642334,0.0048828125,0.417236328125,0.031982421875,0.2210693359375,0.0822296142578125,0.0085906982421875,0.46557849645614624,1.6103049516677856,0.48175540566444397,0.7694389820098877,-1.764505386352539,0.1968676894903183,0
new_tire__session_001__b014__160bf1c388,low_mileage_proxy,new_tire__session_001,0,0.59641445,0.58301455,0.5646197,0.5813496,0.1783904,0.061175678,0.3055039048194885,0.005615234375,0.444580078125,0.0146484375,0.22735595703125,0.0823516845703125,0.0073394775390625,0.4554787874221802,1.5619175434112549,0.4566197991371155,0.7527530193328857,-1.7005079984664917,0.18512533605098724,0
new_tire__session_001__b014__3890837b86,low_mileage_proxy,new_tire__session_001,0,0.5772748,0.5645125,0.54840493,0.5633974,0.18675987,0.054964848,0.3016456663608551,0.0048828125,0.417236328125,0.031982421875,0.2212677001953125,0.0826873779296875,0.0085906982421875,0.46588134765625,1.6132266521453857,0.4841044247150421,0.7682157158851624,-1.7671843767166138,0.19693121314048767,0
new_tire__session_001__b014__582637b8f3,low_mileage_proxy,new_tire__session_001,0,0.58171916,0.5683632,0.5498564,0.5666463,0.18599863,0.05935831,0.3566913604736328,0.005859375,0.422119140625,0.02783203125,0.226226806640625,0.08306884765625,0.0086669921875,0.47109973430633545,1.6368612051010132,0.4779437184333801,0.7082216739654541,-1.4530787467956543,0.18524746596813202,0
new_tire__session_001__b015__0e8e6a88eb,low_mileage_proxy,new_tire__session_001,0,0.577743,0.5650343,0.54898417,0.5639205,0.18647136,0.055153485,0.3012603521347046,0.0048828125,0.417236328125,0.0322265625,0.2209320068359375,0.0811004638671875,0.0086212158203125,0.46596288681030273,1.6081887483596802,0.4822114109992981,0.7684951424598694,-1.77084219455719,0.19370228052139282,0
new_tire__session_001__b015__16b63583c7,low_mileage_proxy,new_tire__session_001,0,0.5809599,0.56764805,0.5490867,0.5658982,0.18613271,0.059581056,0.3605329096317291,0.005859375,0.4189453125,0.02783203125,0.2263031005859375,0.08453369140625,0.00933837890625,0.47091421484947205,1.6404670476913452,0.478116512298584,0.7059043049812317,-1.4454954862594604,0.18756471574306488,0
new_tire__session_001__b015__4e419f3ad5,low_mileage_proxy,new_tire__session_001,0,0.5944681,0.5814779,0.5630065,0.5796508,0.17812076,0.0610132,0.30562758445739746,0.004638671875,0.442138671875,0.01416015625,0.222900390625,0.079376220703125,0.0069580078125,0.4556884467601776,1.5661511421203613,0.45720523595809937,0.7557036876678467,-1.7135188579559326,0.18422068655490875,0
new_tire__session_001__b016__093c52c4ce,low_mileage_proxy,new_tire__session_001,0,0.59413874,0.58085364,0.5626551,0.5792158,0.17812252,0.06142047,0.30527690052986145,0.00439453125,0.437255859375,0.014404296875,0.2244415283203125,0.078948974609375,0.0070037841796875,0.45599114894866943,1.5593819618225098,0.4593127369880676,0.7562530636787415,-1.7079616785049438,0.18455596268177032,0
new_tire__session_001__b016__2d07a0847e,low_mileage_proxy,new_tire__session_001,0,0.5927017,0.5778818,0.5590007,0.5765281,0.19068143,0.062552944,0.25455915927886963,0.002685546875,0.45068359375,0.028076171875,0.209320068359375,0.0871124267578125,0.011749267578125,0.4959414005279541,1.7550767660140991,0.5070925951004028,0.7354603409767151,-1.6818578243255615,0.24632829427719116,0
new_tire__session_001__b016__e946ed97b0,low_mileage_proxy,new_tire__session_001,0,0.57800245,0.5654364,0.5495893,0.56434274,0.18647635,0.054352846,0.2946285009384155,0.005859375,0.416015625,0.0322265625,0.2208251953125,0.0811309814453125,0.0086669921875,0.4660242795944214,1.6060354709625244,0.4818645119667053,0.7694989442825317,-1.7655383348464966,0.1926182359457016,0
new_tire__session_001__b016__f1bf81df52,low_mileage_proxy,new_tire__session_001,0,0.58141375,0.56809413,0.54944754,0.5663185,0.18630286,0.05943387,0.35585230588912964,0.005126953125,0.419677734375,0.02783203125,0.226776123046875,0.082763671875,0.0095062255859375,0.47117501497268677,1.6385045051574707,0.477932870388031,0.7025529742240906,-1.4446163177490234,0.18948997557163239,0
new_tire__session_001__b017__03b6d12086,low_mileage_proxy,new_tire__session_001,0,0.57722884,0.5647557,0.5489286,0.56363773,0.18678646,0.054408543,0.2944096326828003,0.00439453125,0.416259765625,0.03125,0.2216796875,0.0822601318359375,0.0089569091796875,0.46723008155822754,1.6131166219711304,0.483763724565506,0.765710711479187,-1.76649010181427,0.19451788067817688,0
new_tire__session_001__b017__07fe10806d,low_mileage_proxy,new_tire__session_001,0,0.593548,0.5804008,0.5620136,0.57865417,0.1781938,0.061197862,0.2950676679611206,0.004150390625,0.438232421875,0.013671875,0.2246551513671875,0.080322265625,0.0068359375,0.45586204528808594,1.5673388242721558,0.4569258689880371,0.7561603784561157,-1.7026634216308594,0.18577127158641815,0
new_tire__session_001__b017__1ce8355766,low_mileage_proxy,new_tire__session_001,0,0.5817383,0.56846374,0.549685,0.56662905,0.1867072,0.059393264,0.3643488883972168,0.0048828125,0.423583984375,0.029296875,0.225799560546875,0.0829315185546875,0.0093994140625,0.47100499272346497,1.6436444520950317,0.47810226678848267,0.7017500400543213,-1.444792628288269,0.1948789805173874,0
new_tire__session_001__b017__bc819d5e0d,low_mileage_proxy,new_tire__session_001,0,0.59238183,0.5775802,0.5587536,0.57623863,0.19066548,0.062456965,0.25039252638816833,0.00244140625,0.448486328125,0.02783203125,0.210235595703125,0.08355712890625,0.011749267578125,0.4965222179889679,1.7460248470306396,0.5108437538146973,0.7354369759559631,-1.677072286605835,0.2457268089056015,0
new_tire__session_001__b018__1eb8e9049a,low_mileage_proxy,new_tire__session_001,0,0.59282607,0.57791823,0.55916536,0.57663655,0.19087689,0.062695645,0.25018614530563354,0.00244140625,0.448974609375,0.02783203125,0.209991455078125,0.0830078125,0.0126800537109375,0.49840956926345825,1.755707025527954,0.5211970806121826,0.7340211868286133,-1.6810009479522705,0.24776975810527802,0
new_tire__session_001__b018__5a904f0cc8,low_mileage_proxy,new_tire__session_001,0,0.5772767,0.5647557,0.5488597,0.56363076,0.18683252,0.05449859,0.29174935817718506,0.0048828125,0.413818359375,0.03173828125,0.2209625244140625,0.082855224609375,0.0093994140625,0.467241495847702,1.617303729057312,0.4834815561771393,0.7664846777915955,-1.768511414527893,0.19477787613868713,0
new_tire__session_001__b018__81f2fdad80,low_mileage_proxy,new_tire__session_001,0,0.5938831,0.5809934,0.5627595,0.57921195,0.17824665,0.059648696,0.28886735439300537,0.00390625,0.440673828125,0.013671875,0.2235107421875,0.079315185546875,0.007080078125,0.45547354221343994,1.574540376663208,0.4597366154193878,0.7553370594978333,-1.7044134140014648,0.18764832615852356,0
new_tire__session_001__b018__b3c8f136b9,low_mileage_proxy,new_tire__session_001,0,0.58181393,0.5683383,0.549505,0.5665524,0.1868336,0.059927694,0.3565138578414917,0.00439453125,0.4208984375,0.030029296875,0.2248992919921875,0.0831756591796875,0.0099945068359375,0.4718320965766907,1.6425564289093018,0.47843438386917114,0.7014517188072205,-1.4359933137893677,0.19767047464847565,0
new_tire__session_001__b019__3023911174,low_mileage_proxy,new_tire__session_001,0,0.5823511,0.569021,0.5500651,0.5671457,0.186774,0.059496447,0.3645608127117157,0.003662109375,0.4228515625,0.03125,0.2301788330078125,0.082244873046875,0.00958251953125,0.4727216958999634,1.6522942781448364,0.47831737995147705,0.6988633871078491,-1.4383729696273804,0.1972927749156952,0
new_tire__session_001__b019__3917b3d65f,low_mileage_proxy,new_tire__session_001,0,0.59235597,0.57772577,0.55917776,0.57641983,0.19104314,0.06203442,0.2633148431777954,0.0029296875,0.4462890625,0.02734375,0.2097930908203125,0.0843505859375,0.01263427734375,0.5003343224525452,1.7609663009643555,0.5269024968147278,0.7335126399993896,-1.6792323589324951,0.24950428307056427,0
new_tire__session_001__b019__d4256c8fb9,low_mileage_proxy,new_tire__session_001,0,0.5777737,0.5652918,0.5493088,0.56412476,0.18674801,0.05451203,0.29811209440231323,0.00537109375,0.415771484375,0.0322265625,0.221160888671875,0.08209228515625,0.008392333984375,0.46604713797569275,1.6164768934249878,0.4815199673175812,0.7693724036216736,-1.7738624811172485,0.19371043145656586,0
new_tire__session_001__b019__ef59ec524c,low_mileage_proxy,new_tire__session_001,0,0.5936543,0.5809264,0.56292987,0.5791702,0.17821689,0.058758773,0.28729942440986633,0.00439453125,0.4375,0.013916015625,0.2240142822265625,0.079559326171875,0.006683349609375,0.4555150866508484,1.5709483623504639,0.46002233028411865,0.7563437223434448,-1.7138022184371948,0.18934303522109985,0
mileage_090000__session_001__b000__89fd8a1472,mid_mileage_proxy,mileage_090000__session_001,0,0.59512967,0.5904029,0.54770315,0.5777452,0.18107013,0.080326214,0.28676703572273254,0.00146484375,0.402587890625,0.0,0.1501007080078125,0.0753021240234375,0.035919189453125,0.9182754755020142,2.4729368686676025,2.5319461822509766,0.5175599455833435,-1.7045310735702515,0.34181156754493713,1
mileage_090000__session_001__b000__8d3eda3a16,mid_mileage_proxy,mileage_090000__session_001,0,0.587096,0.5848135,0.5440277,0.57197905,0.18104196,0.074813455,0.2808326482772827,0.00048828125,0.394775390625,0.0,0.1490478515625,0.0684967041015625,0.02764892578125,0.900970995426178,2.4181935787200928,2.4225194454193115,0.5452141165733337,-1.4914352893829346,0.3496578335762024,1
mileage_090000__session_001__b000__a6310dae83,mid_mileage_proxy,mileage_090000__session_001,0,0.56283796,0.5615579,0.5247568,0.54971755,0.18138725,0.07025842,0.2799995541572571,0.0,0.356689453125,0.0,0.1449432373046875,0.06170654296875,0.02532958984375,0.9064427614212036,2.432457685470581,2.51432728767395,0.5291995406150818,-1.560373306274414,0.36233729124069214,1
mileage_090000__session_001__b001__1f1be78b45,mid_mileage_proxy,mileage_090000__session_001,0,0.5954992,0.5907638,0.54787457,0.5780459,0.18083204,0.080835626,0.2849556803703308,0.00146484375,0.4013671875,0.0,0.1485595703125,0.075042724609375,0.0355987548828125,0.9203924536705017,2.485607385635376,2.5567734241485596,0.5177826881408691,-1.678296685218811,0.3402419090270996,1
mileage_090000__session_001__b001__997bf425c9,mid_mileage_proxy,mileage_090000__session_001,0,0.58766085,0.58532286,0.5443436,0.5724425,0.18116917,0.07542333,0.2797218859195709,0.00048828125,0.397705078125,0.0,0.1492156982421875,0.06903076171875,0.0269775390625,0.9004706740379333,2.4032866954803467,2.4243123531341553,0.5414025783538818,-1.5164917707443237,0.35178521275520325,1
mileage_090000__session_001__b001__bdb86556cd,mid_mileage_proxy,mileage_090000__session_001,0,0.56336355,0.5621812,0.5253657,0.5503035,0.18132776,0.07020813,0.27848824858665466,0.0,0.355224609375,0.0,0.1427764892578125,0.0637359619140625,0.02520751953125,0.9072843790054321,2.44411563873291,2.5188028812408447,0.5301011204719543,-1.5691492557525635,0.3591945469379425,1
mileage_090000__session_001__b002__549e946512,mid_mileage_proxy,mileage_090000__session_001,0,0.59264135,0.5877499,0.54489505,0.5750955,0.18327999,0.08107046,0.2875036299228668,0.00146484375,0.40283203125,0.0,0.1467742919921875,0.076812744140625,0.0342559814453125,0.9179117679595947,2.491370439529419,2.5242254734039307,0.5173321962356567,-1.6464554071426392,0.34825026988983154,1
mileage_090000__session_001__b002__cc1c9815f1,mid_mileage_proxy,mileage_090000__session_001,0,0.58829653,0.5858963,0.544897,0.57303,0.18099058,0.07593885,0.2828942835330963,0.00048828125,0.397216796875,0.0,0.14764404296875,0.0673828125,0.0290374755859375,0.9003656506538391,2.402954578399658,2.4273781776428223,0.5388373136520386,-1.4565390348434448,0.34977108240127563,1
mileage_090000__session_001__b002__f7633f3767,mid_mileage_proxy,mileage_090000__session_001,0,0.5631913,0.56207776,0.5250747,0.5501146,0.18130177,0.07026552,0.2781510055065155,0.0,0.35546875,0.0,0.1431427001953125,0.0641632080078125,0.025634765625,0.9071112871170044,2.425276517868042,2.5058321952819824,0.5261985063552856,-1.5404727458953857,0.3610116243362427,1
mileage_090000__session_001__b003__276f02d067,mid_mileage_proxy,mileage_090000__session_001,0,0.5877011,0.58546746,0.544469,0.5725458,0.18092728,0.076393634,0.28082144260406494,0.00048828125,0.397216796875,0.0,0.1474761962890625,0.0677947998046875,0.0290069580078125,0.9008740186691284,2.4122354984283447,2.429654121398926,0.5440382957458496,-1.5181643962860107,0.34883564710617065,1
mileage_090000__session_001__b003__8610364e78,mid_mileage_proxy,mileage_090000__session_001,0,0.563378,0.56215537,0.52520776,0.5502471,0.18164584,0.069915906,0.28029388189315796,0.0,0.35546875,0.0,0.143585205078125,0.060791015625,0.025054931640625,0.906974732875824,2.4241092205047607,2.51233172416687,0.5265768766403198,-1.5557738542556763,0.3636775612831116,1
mileage_090000__session_001__b003__c67d273adc,mid_mileage_proxy,mileage_090000__session_001,0,0.59326744,0.5878638,0.54530007,0.5754771,0.1831259,0.080659375,0.2857638895511627,0.00146484375,0.401123046875,0.0,0.14654541015625,0.076080322265625,0.033782958984375,0.9164774417877197,2.484375,2.5169572830200195,0.513882040977478,-1.65382719039917,0.35103461146354675,1
mileage_090000__session_001__b004__3fa56ffefa,mid_mileage_proxy,mileage_090000__session_001,0,0.56430954,0.56316733,0.5260254,0.5511674,0.18197505,0.070270166,0.2792592942714691,0.0,0.3583984375,0.0,0.1414794921875,0.06268310546875,0.0250396728515625,0.904223620891571,2.4308254718780518,2.5085413455963135,0.528888463973999,-1.5662567615509033,0.3665868043899536,1
mileage_090000__session_001__b004__75daa142d7,mid_mileage_proxy,mileage_090000__session_001,0,0.5877576,0.58550954,0.544289,0.5725187,0.18110311,0.076475546,0.28378331661224365,0.00048828125,0.3974609375,0.0,0.147979736328125,0.0679931640625,0.027374267578125,0.9011253118515015,2.3981964588165283,2.4318854808807373,0.547764003276825,-1.5181597471237183,0.35054531693458557,1
mileage_090000__session_001__b004__e2a920f1db,mid_mileage_proxy,mileage_090000__session_001,0,0.5936342,0.5881673,0.54555476,0.5757854,0.18277808,0.080498114,0.2866584360599518,0.00146484375,0.400146484375,0.0,0.1514739990234375,0.07537841796875,0.033905029296875,0.918073296546936,2.4841225147247314,2.52339506149292,0.5136542916297913,-1.6659470796585083,0.34874463081359863,1
mileage_090000__session_001__b005__1f61e42081,mid_mileage_proxy,mileage_090000__session_001,0,0.58804,0.5857355,0.54484147,0.57287234,0.1810607,0.0758822,0.2839130759239197,0.00048828125,0.3974609375,0.0,0.1481781005859375,0.0678863525390625,0.028717041015625,0.901570200920105,2.4060404300689697,2.430243968963623,0.5431655049324036,-1.500280499458313,0.3492773175239563,1
mileage_090000__session_001__b005__cbb29f3b2c,mid_mileage_proxy,mileage_090000__session_001,0,0.5941694,0.58864987,0.54610527,0.57630813,0.18280876,0.08037074,0.2870625853538513,0.00146484375,0.402099609375,0.0,0.1503143310546875,0.0745849609375,0.0355987548828125,0.9185789823532104,2.4720520973205566,2.536935567855835,0.5138443112373352,-1.6345722675323486,0.3485608398914337,1
